   0.800 -0.200  0.32025968E-02
   0.800 -0.100  0.72330655E-02
   0.800  0.000  0.25343824E-01
   0.800  0.100  0.44628225E-01
   0.800  0.200  0.57861521E-01
   0.900 -0.200  0.22290774E-01
   0.900 -0.100  0.11825606E-03
   0.900  0.000  0.86775423E-02
   0.900  0.100  0.25391768E-01
   0.900  0.200  0.45446734E-01
   1.000 -0.200  0.73546215E-01
   1.000 -0.100  0.13252849E-01
   1.000  0.000  0.00000000E+00
   1.000  0.100  0.74464377E-02
   1.000  0.200  0.23188956E-01
   1.100 -0.200  0.17823747E+00
   1.100 -0.100  0.59386113E-01
   1.100  0.000  0.12099135E-01
   1.100  0.100  0.53003463E-04
   1.100  0.200  0.59474410E-02
   1.200 -0.200  0.34784437E+00
   1.200 -0.100  0.16062205E+00
   1.200  0.000  0.60969747E-01
   1.200  0.100  0.13010693E-01
   1.200  0.200  0.64898141E-03
