   0.800 -0.200 -0.49373587E+00
   0.800 -0.100 -0.49692795E+00
   0.800  0.000 -0.47581346E+00
   0.800  0.100 -0.47604464E+00
   0.800  0.200 -0.45215335E+00
   0.900 -0.200 -0.48529036E+00
   0.900 -0.100 -0.49879914E+00
   0.900  0.000 -0.49806315E+00
   0.900  0.100 -0.48536758E+00
   0.900  0.200 -0.47581818E+00
   1.000 -0.200 -0.47698626E+00
   1.000 -0.100 -0.49571496E+00
   1.000  0.000 -0.50000000E+00
   1.000  0.100 -0.49563201E+00
   1.000  0.200 -0.48659719E+00
   1.100 -0.200 -0.45453486E+00
   1.100 -0.100 -0.47223427E+00
   1.100  0.000 -0.49724708E+00
   1.100  0.100 -0.49947354E+00
   1.100  0.200 -0.50161278E+00
   1.200 -0.200 -0.40785417E+00
   1.200 -0.100 -0.44755582E+00
   1.200  0.000 -0.48114656E+00
   1.200  0.100 -0.48333619E+00
   1.200  0.200 -0.49678119E+00
