   0.800 -0.200  0.26514824E-02
   0.800 -0.100  0.58403082E-02
   0.800  0.000  0.18235889E-01
   0.800  0.100  0.45231924E-01
   0.800  0.200  0.10468467E+00
   0.900 -0.200  0.19076137E-01
   0.900 -0.100  0.87244061E-04
   0.900  0.000  0.83500729E-02
   0.900  0.100  0.22295415E-01
   0.900  0.200  0.40754143E-01
   1.000 -0.200  0.60574491E-01
   1.000 -0.100  0.10033636E-01
   1.000  0.000  0.00000000E+00
   1.000  0.100  0.57198597E-02
   1.000  0.200  0.12238011E+00
   1.100 -0.200  0.13442030E+00
   1.100 -0.100  0.47523111E-01
   1.100  0.000  0.76046686E-02
   1.100  0.100  0.54449975E-04
   1.100  0.200  0.19716886E-01
   1.200 -0.200  0.39221217E+00
   1.200 -0.100  0.16162031E+00
   1.200  0.000  0.49199055E-01
   1.200  0.100  0.11109985E-01
   1.200  0.200  0.62245344E-03
