   0.800 -0.200  0.42115598E-02
   0.800 -0.100  0.69455313E-02
   0.800  0.000  0.25304939E-01
   0.800  0.100  0.43847411E-01
   0.800  0.200  0.60046313E-01
   0.900 -0.200  0.24137285E-01
   0.900 -0.100  0.11980147E-03
   0.900  0.000  0.75705340E-02
   0.900  0.100  0.27303952E-01
   0.900  0.200  0.43887423E-01
   1.000 -0.200  0.71654402E-01
   1.000 -0.100  0.13751458E-01
   1.000  0.000  0.00000000E+00
   1.000  0.100  0.71433339E-02
   1.000  0.200  0.29735575E-01
   1.100 -0.200  0.18714981E+00
   1.100 -0.100  0.67126294E-01
   1.100  0.000  0.12821369E-01
   1.100  0.100  0.52873074E-04
   1.100  0.200  0.58059848E-02
   1.200 -0.200  0.36368243E+00
   1.200 -0.100  0.14652906E+00
   1.200  0.000  0.58754716E-01
   1.200  0.100  0.13064569E-01
   1.200  0.200  0.66376016E-03
