   0.800 -0.200 -0.49096514E+00
   0.800 -0.100 -0.49689204E+00
   0.800  0.000 -0.48119759E+00
   0.800  0.100 -0.46035058E+00
   0.800  0.200 -0.44254860E+00
   0.900 -0.200 -0.48146374E+00
   0.900 -0.100 -0.49963889E+00
   0.900  0.000 -0.49450687E+00
   0.900  0.100 -0.48405925E+00
   0.900  0.200 -0.46910217E+00
   1.000 -0.200 -0.46164405E+00
   1.000 -0.100 -0.49256427E+00
   1.000  0.000 -0.50000000E+00
   1.000  0.100 -0.49651568E+00
   1.000  0.200 -0.48811168E+00
   1.100 -0.200 -0.43053051E+00
   1.100 -0.100 -0.47719517E+00
   1.100  0.000 -0.49549678E+00
   1.100  0.100 -0.49992331E+00
   1.100  0.200 -0.49797326E+00
   1.200 -0.200 -0.39679069E+00
   1.200 -0.100 -0.45165588E+00
   1.200  0.000 -0.47968783E+00
   1.200  0.100 -0.49309128E+00
   1.200  0.200 -0.49920977E+00
