   0.800 -0.200  0.36888527E-02
   0.800 -0.100  0.11038868E-01
   0.800  0.000  0.95284795E-02
   0.800  0.100  0.21971868E-01
   0.800  0.200  0.14002337E-01
   0.900 -0.200  0.15277342E-01
   0.900 -0.100  0.50902003E-04
   0.900  0.000  0.36030931E-02
   0.900  0.100  0.27419002E-01
   0.900  0.200  0.26920482E-01
   1.000 -0.200  0.66229564E-01
   1.000 -0.100  0.96798248E-02
   1.000  0.000  0.00000000E+00
   1.000  0.100  0.24327061E-02
   1.000  0.200  0.85872964E-02
   1.100 -0.200  0.13344477E+00
   1.100 -0.100  0.93769952E-01
   1.100  0.000  0.84961472E-02
   1.100  0.100  0.63965880E-04
   1.100  0.200  0.77293525E-02
   1.200 -0.200  0.49903933E+00
   1.200 -0.100  0.13660118E+00
   1.200  0.000  0.39938710E-01
   1.200  0.100  0.12537575E-01
   1.200  0.200  0.66135360E-03
