   0.800 -0.200 -0.49087399E+00
   0.800 -0.100 -0.49652428E+00
   0.800  0.000 -0.47718263E+00
   0.800  0.100 -0.45560034E+00
   0.800  0.200 -0.43406279E+00
   0.900 -0.200 -0.47420188E+00
   0.900 -0.100 -0.49932762E+00
   0.900  0.000 -0.49493828E+00
   0.900  0.100 -0.48418994E+00
   0.900  0.200 -0.46698125E+00
   1.000 -0.200 -0.46287296E+00
   1.000 -0.100 -0.49434255E+00
   1.000  0.000 -0.50000000E+00
   1.000  0.100 -0.49669481E+00
   1.000  0.200 -0.48658815E+00
   1.100 -0.200 -0.43867150E+00
   1.100 -0.100 -0.47939229E+00
   1.100  0.000 -0.49538380E+00
   1.100  0.100 -0.49997853E+00
   1.100  0.200 -0.49875595E+00
   1.200 -0.200 -0.38928242E+00
   1.200 -0.100 -0.44726017E+00
   1.200  0.000 -0.48313351E+00
   1.200  0.100 -0.49325789E+00
   1.200  0.200 -0.49905932E+00
